strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	Antibiotic	Resistance.phenotype	Measurement.sign	Measurement	Measurement.units	Laboratory.Typing.Method	Testing.standard	Testing.standard.year.or.version	Laboratory.Typing.Platform	Vendor	Laboratory.Typing.Method.Version.or.Reagent	index	Greater	Measurement.Round	Flq_mutations
ERR4635249	Klebsiella pneumoniae	strong	85	307534	604652	5432642	no	-	ST219	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635254	Klebsiella pneumoniae	strong	183	224385	587822	5882344	no	-	ST348	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635268	Klebsiella pneumoniae	strong	81	378770	1094641	5631024	no	-	ST372	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635271	Klebsiella pneumoniae	strong	160	225202	587727	5917851	no	-	ST348	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635275	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	158	261714	750608	5981720	no	-	ST4760	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635280	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	148	243801	750608	5950475	no	-	ST4760	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635283	Klebsiella pneumoniae	strong	191	133635	372580	5420213	no	-	ST313	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635295	Klebsiella pneumoniae	strong	111	376021	1399296	5750628	no	-	ST70	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635300	Klebsiella pneumoniae	strong	126	376021	905972	5780085	no	-	ST70	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635304	Klebsiella pneumoniae	strong	137	309868	1185737	5742168	no	-	ST70	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635309	Klebsiella pneumoniae	strong	117	358782	1399296	5814328	no	-	ST70	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635311	Klebsiella pneumoniae	strong	72	360345	1443316	5565927	no	-	ST1876	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635312	Klebsiella pneumoniae	strong	119	376021	1399194	5748317	no	-	ST70	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635316	Klebsiella pneumoniae	strong	66	419956	1443316	5567264	no	-	ST1876	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635329	Klebsiella pneumoniae	strong	65	399221	912830	5519607	no	-	ST441	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635333	Klebsiella pneumoniae	strong	172	341460	789344	5566432	no	-	ST1798	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635337	Klebsiella pneumoniae	strong	67	2945967	2945967	5346673	no	-	ST48	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635345	Klebsiella pneumoniae	strong	172	228570	736047	5868251	no	-	ST348	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635346	Klebsiella pneumoniae	strong	87	205785	384360	5493458	no	-	ST65	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635357	Klebsiella pneumoniae	strong	200	377027	1419228	5887901	no	-	ST20	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635361	Klebsiella pneumoniae	strong	202	396984	1809995	5894916	no	-	ST20	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635363	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	122	601402	1001351	5810816	no	-	ST477	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635365	Klebsiella pneumoniae	strong	213	139483	372696	5445893	no	-	ST313	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635367	Klebsiella pneumoniae	strong	102	520900	1468581	5472865	no	-	ST16	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635374	Klebsiella pneumoniae	strong	192	204839	540976	5351623	no	-	ST540-1LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635380	Klebsiella pneumoniae	strong	165	183620	540875	5607571	no	-	ST540-1LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635388	Klebsiella pneumoniae	strong	86	499546	741857	5512892	no	-	ST101	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635391	Klebsiella pneumoniae	strong	168	204839	540976	5353637	no	-	ST540-1LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635395	Klebsiella pneumoniae	strong	225	145186	494569	5630786	no	-	ST540-1LV	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635403	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	189	269616	482574	5789880	no	-	ST1647-2LV	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635413	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	114	369641	816932	5533388	no	-	ST283	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635417	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	105	369498	816932	5531474	no	-	ST283	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635421	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	113	369465	816932	5534349	no	-	ST283	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635424	Klebsiella pneumoniae	strong	126	426671	1857116	5665386	no	-	ST22	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635429	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	126	277415	816843	5549049	no	-	ST283	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635433	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	98	370345	816932	5477135	no	-	ST283	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635439	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	98	867452	1354331	5829181	no	-	ST477	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635441	Klebsiella pneumoniae	strong	119	349752	769903	5551023	no	-	ST14	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635446	Klebsiella pneumoniae	strong	117	371169	850568	5556396	no	-	ST14	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635447	Klebsiella pneumoniae	strong	96	371444	983727	5586564	no	-	ST323	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635452	Klebsiella pneumoniae	strong	52	391237	1407931	5343598	no	-	ST711	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635460	Klebsiella pneumoniae	strong	180	137823	398669	5799217	no	-	ST244	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635463	Klebsiella pneumoniae	strong	89	284635	611642	5553551	no	-	ST420	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4635467	Klebsiella pneumoniae	strong	144	184233	556402	5417124	no	-	ST502	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635472	Klebsiella pneumoniae	strong	75	465671	939571	5457846	no	-	ST716	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635474	Klebsiella pneumoniae	strong	57	929386	1885305	5372431	no	-	ST659	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635475	Klebsiella pneumoniae	strong	149	184233	556561	5472674	no	-	ST502	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635477	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	47	819940	1530529	5376235	no	-	ST356	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4635479	Klebsiella pneumoniae	strong	147	354237	935187	5511862	no	-	ST20	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635480	Klebsiella pneumoniae	strong	188	368234	928554	5913168	no	-	ST1838	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4661739	Klebsiella pneumoniae	strong	129	426671	1857116	5664611	no	-	ST22	ciprofloxacin	resistant	>	2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4661743	Klebsiella pneumoniae	strong	84	307615	471424	5421450	no	-	ST219	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4661745	Klebsiella pneumoniae	strong	70	376163	1446116	5572049	no	-	ST711	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4661747	Klebsiella pneumoniae	strong	90	463980	1464347	5471166	no	-	ST336	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4661748	Klebsiella pneumoniae	strong	201	165534	454564	5442130	no	-	ST1916	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4661749	Klebsiella pneumoniae	strong	58	1013247	1892284	5716451	no	-	ST193	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4661752	Klebsiella pneumoniae	strong	90	353120	981805	5501790	no	-	ST278	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4661753	Klebsiella pneumoniae	strong	112	353120	840669	5576551	no	-	ST278	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4661754	Klebsiella pneumoniae	strong	50	931429	2021033	5446824	no	-	ST18	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4781809	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	52	756917	1656303	5415266	no	-	ST1770	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4781811	Klebsiella pneumoniae	strong	179	335410	531468	5740246	no	-	ST39	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	4	4	-
ERR4781814	Klebsiella pneumoniae	strong	154	288460	602066	5718423	no	-	ST515	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
ERR4782243	Klebsiella pneumoniae	strong	140	373516	795409	5588635	no	-	ST967	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4782244	Klebsiella pneumoniae	strong	172	206176	395964	5619270	no	-	ST54	ciprofloxacin	resistant		1	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	1	1	-
ERR4635195	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	118	323018	819725	5404447	no	-	ST841	ciprofloxacin	resistant		2	mg/L	MIC (broth dilution)	CLSI					Philippines_MIC	2	2	-
BMP1214	Klebsiella pneumoniae	strong	115	350978	1714292	5495962	no	-	ST147	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP035	Klebsiella pneumoniae	strong	123	353223	1270052	5504127	no	-	ST36	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP044	Klebsiella pneumoniae	strong	187	170966	401040	5744379	no	-	ST1891	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP093	Klebsiella pneumoniae	strong	138	307135	512104	5505784	no	-	ST307	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP095	Klebsiella pneumoniae	strong	110	224447	558291	5365863	no	-	ST272-2LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP102	Klebsiella pneumoniae	strong	118	369160	711681	5411845	no	-	ST3350	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP123	Klebsiella pneumoniae	strong	161	181269	470543	5397607	no	-	ST2938	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP269	Klebsiella pneumoniae	strong	140	312585	1630823	5476572	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP270	Klebsiella pneumoniae	strong	96	241575	924018	5291052	no	-	ST534	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP293	Klebsiella pneumoniae	strong	86	916883	1779272	5367513	no	-	ST17	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP263	Klebsiella pneumoniae	strong	46	474863	1246351	5400329	no	-	ST869	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP286	Klebsiella pneumoniae	strong	107	465832	752880	5372283	no	-	ST1777-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP287	Klebsiella pneumoniae	strong	77	369744	753753	5273945	no	-	ST995	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP371	Klebsiella pneumoniae	strong	195	358729	1050310	5637403	no	-	ST323	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP533	Klebsiella pneumoniae	strong	88	540595	842178	5343684	no	-	ST101	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP538	Klebsiella pneumoniae	strong	79	540595	1256588	5342272	no	-	ST101	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP590	Klebsiella pneumoniae	strong	93	368527	774268	5399912	no	-	ST1787	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP617	Klebsiella pneumoniae	strong	98	227115	657825	5439790	no	-	ST1135-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP008	Klebsiella pneumoniae	strong	94	349435	715684	5494932	no	-	ST3630	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP025	Klebsiella pneumoniae	strong	101	318489	592614	5361805	no	-	ST188-1LV	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP032	Klebsiella pneumoniae	strong	104	478100	706043	5371199	no	-	ST661	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP133	Klebsiella pneumoniae	strong	50	350204	702375	5329186	no	-	ST29	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP744	Klebsiella pneumoniae	strong	100	327131	711481	5316702	no	-	ST520	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP853	Klebsiella pneumoniae	strong	63	367554	998122	5336630	no	-	ST37	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP905	Klebsiella pneumoniae	strong	93	408711	712982	5344571	no	-	ST661	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP918	Klebsiella pneumoniae	strong	72	431750	1167959	5335071	no	-	ST3483	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP999	Klebsiella pneumoniae	strong	164	225992	417824	5456479	no	-	ST1309	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
BMP1169	Klebsiella pneumoniae	strong	92	358944	1080204	5453326	no	-	ST111	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP362	Klebsiella pneumoniae	strong	122	362924	1630925	5483949	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP395	Klebsiella pneumoniae	strong	121	182117	630867	5556122	no	-	ST1728	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP397	Klebsiella pneumoniae	strong	80	386278	721532	5634111	no	-	ST45	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP422	Klebsiella pneumoniae	strong	115	479001	1683036	5470060	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP512	Klebsiella pneumoniae	strong	79	434790	991692	5387755	no	-	ST37	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP153	Klebsiella pneumoniae	strong	136	293314	1092791	5586975	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP574	Klebsiella pneumoniae	strong	113	419729	964550	5596493	no	-	ST5280	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP474	Klebsiella pneumoniae	strong	84	386278	721532	5629356	no	-	ST45	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP476	Klebsiella pneumoniae	strong	137	353814	1004979	5728160	no	-	ST1838	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP509	Klebsiella pneumoniae	strong	120	478834	1916698	5468286	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP568	Klebsiella pneumoniae	strong	104	348736	610040	5379298	no	-	ST37	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP818	Klebsiella pneumoniae	strong	87	478834	1898565	5411206	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP628	Klebsiella pneumoniae	strong	79	293518	682113	5619657	no	-	ST7	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP731	Klebsiella pneumoniae	strong	73	367079	923314	5413480	no	-	ST37	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP732	Klebsiella pneumoniae	strong	82	434790	991695	5450217	no	-	ST37	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP766	Klebsiella pneumoniae	strong	87	482372	1256587	5394535	no	-	ST101	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP778	Klebsiella pneumoniae	strong	85	315946	715836	5322199	no	-	ST1653	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP883	Klebsiella pneumoniae	strong	115	478834	1898565	5452263	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP919	Klebsiella pneumoniae	strong	130	478834	1919383	5534389	no	-	ST20	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1084	Klebsiella pneumoniae	strong	130	166138	371404	5603998	no	-	ST337	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1161	Klebsiella pneumoniae	strong	146	241458	792013	5601005	no	-	ST327	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1162	Klebsiella pneumoniae	strong	144	241458	791639	5597540	no	-	ST327	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP955	Klebsiella pneumoniae	strong	153	241458	792014	5603535	no	-	ST327	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP957	Klebsiella pneumoniae	strong	154	241458	792014	5602316	no	-	ST327	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1072	Klebsiella pneumoniae	strong	158	241458	792013	5616821	no	-	ST327	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1575	Klebsiella pneumoniae	strong	132	259249	588054	5460055	no	-	ST39	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1479	Klebsiella pneumoniae	strong	199	126535	368171	5627332	no	-	ST359	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1629	Klebsiella pneumoniae	strong	61	358810	924873	5349237	no	-	ST584	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP984	Klebsiella pneumoniae	strong	272	140936	368171	5769222	no	-	ST359	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1506	Klebsiella pneumoniae	strong	129	339047	1094676	5380285	no	-	ST716	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
NHP1513	Klebsiella pneumoniae	strong	59	376392	925095	5330618	no	-	ST584	ciprofloxacin	resistant	>=	4	mg/L	MIC (broth dilution)	EUCAST	2018/2019	Vitek	Biomerieux		Torok_Vietnam_2020	4	4	-
